basin,NSE,MSE,KGE,RMSE
10396000,0.7887495458126068,0.14928586781024933,0.7964190738494893,0.38637529399568155
12010000,0.9005608633160591,11.417925834655762,0.9462612009731153,3.3790421475110017
12013500,0.8632878810167313,7.538239002227783,0.8194067894972782,2.745585366042692
12020000,0.34353792667388916,162.4796142578125,0.34524737175715836,12.746749164309012
12025000,0.8517866283655167,4.269590377807617,0.741540494406083,2.0662987145637044
12025700,0.8115975856781006,9.707056999206543,0.7431851204777169,3.115615027439453
12035000,0.9156342819333076,7.083001613616943,0.8401958727140479,2.661390917098979
12040500,0.7995198220014572,31.508930206298828,0.7708969369859143,5.613281589792091
12041200,0.7084568440914154,33.18332290649414,0.6764420389438713,5.760496758656682
12043000,0.7022700011730194,43.790687561035156,0.6489556631319151,6.617453253407625
12048000,0.7491363883018494,0.8282325267791748,0.8602504656864256,0.9100728139985145
12054000,0.6834094226360321,13.939772605895996,0.7331052836139189,3.733600488254735
12056500,0.6631275713443756,41.20014190673828,0.6801670194417103,6.41873366846906
12073500,0.6854385435581207,1.3924779891967773,0.716358467175958,1.1800330458070982
12082500,0.805162250995636,6.986351490020752,0.8301613139928082,2.6431707266124054
12092000,0.8350455909967422,4.672972679138184,0.8196168301193874,2.161705965004997
12095000,0.9084980934858322,1.1248503923416138,0.9136508581558834,1.0605896437084485
12114500,0.7263783812522888,12.7954683303833,0.8215167494422989,3.5770753878529455
12115000,0.7810352295637131,10.081263542175293,0.834691289319254,3.1751005562305097
12115500,0.831141859292984,17.055437088012695,0.9135893579796333,4.129822888213573
12117000,0.8549303859472275,3.2676241397857666,0.8169339320655504,1.8076570857841834
12141300,0.8158364295959473,16.62894058227539,0.8650897104720136,4.077859804146703
12143600,0.8466178625822067,11.38068675994873,0.8656935786798228,3.3735273468505826
12144000,0.8858595639467239,5.318386077880859,0.9008218396573185,2.3061626304059435
12145500,0.8740915954113007,4.609061241149902,0.9258219022891832,2.146872432435123
12147500,0.835476815700531,12.270647048950195,0.8900527987198339,3.502948336608777
12147600,0.7405823469161987,77.1877212524414,0.7798205586600648,8.78565428710016
12167000,0.7884288430213928,11.046225547790527,0.8413581834037451,3.3235862479843257
12175500,0.8223320096731186,4.292766571044922,0.8921570585088326,2.0718992666258953
12178100,0.8183989822864532,8.551000595092773,0.8072138869326256,2.9242093965878664
12186000,0.8167162835597992,10.848214149475098,0.8783351274240527,3.293662725519281
12189500,0.8073510825634003,6.152167320251465,0.875165494681628,2.480356288973716
12358500,0.9127734452486038,0.9008417129516602,0.9518435303357627,0.9491268160533977
12374250,0.3747056722640991,0.2645661532878876,0.4139376829541134,0.5143599452600169
12375900,0.73679980635643,3.34610915184021,0.6999101991654144,1.8292373142488128
12377150,0.8573219329118729,3.311657190322876,0.8753825263614496,1.8197959199654439
12381400,0.8297210782766342,0.41111794114112854,0.7792792180857937,0.6411847948455488
12383500,0.7571051269769669,0.48088088631629944,0.6954378340019232,0.6934557565672805
12388400,0.8660365045070648,0.15991650521755219,0.7378310404871794,0.39989561790241235
12390700,0.8597180396318436,0.2734181880950928,0.8792253303235209,0.5228940505447474
12411000,0.7282567024230957,2.2483785152435303,0.7649630229840246,1.4994594076678203
12414500,0.8855725526809692,0.7551209330558777,0.8356759725799732,0.8689769462165712
12447390,0.5996033549308777,2.9966578483581543,0.7779651657459463,1.731085742636151
12451000,0.8976046144962311,2.492513418197632,0.8765280701584955,1.5787695899648029
12488500,0.7305142283439636,2.9741718769073486,0.7697597256712143,1.7245787534662917
13011500,0.8853682950139046,0.9126099944114685,0.8299924649080523,0.9553062306985486
13011900,0.8195820897817612,0.7558428049087524,0.7703072515469663,0.8693922043064065
13018300,0.7038273811340332,0.45226290822029114,0.7254698957446596,0.672504950331439
13023000,0.9398152902722359,0.09745117276906967,0.890933168561169,0.3121717039852742
13083000,0.39866262674331665,0.017955735325813293,0.7065628454634241,0.13399901240611176
13161500,0.8802354484796524,0.03221370279788971,0.7843010020010306,0.17948176174165917
