basin,NSE,MSE,KGE,RMSE
13235000,0.9452663846313953,0.19496041536331177,0.9571726559519738,0.44154322026650095
13240000,0.8478561341762543,2.937971353530884,0.8662129382224719,1.714051152542095
13310700,0.9237319901585579,0.3270969092845917,0.8760975899347067,0.5719238666855858
13313000,0.9005948603153229,0.5962750315666199,0.8325322607786276,0.7721884689417603
13331500,0.8473337441682816,0.783269464969635,0.6822805964888397,0.8850251210952348
13337000,0.8889144659042358,0.8855929374694824,0.8115931664622933,0.9410594760531783
13338500,0.8817194774746895,0.07824273407459259,0.8471896126209968,0.27971902701566903
13340000,0.9185930714011192,0.24259653687477112,0.8913431333793496,0.49254089868230344
13340600,0.8730020970106125,0.8880512714385986,0.8549818809980033,0.9423647231505425
14020000,0.729629248380661,0.8574443459510803,0.7805528688862979,0.9259829080231883
14092750,0.7049885094165802,2.344691038131714,0.7957937259164412,1.5312384001623371
14096850,0.8341457694768906,0.06492961943149567,0.8660287288809445,0.2548129106452333
14137000,0.527155339717865,8.77694034576416,0.5866046314637978,2.962590141373619
14138800,0.7365643978118896,29.1114444732666,0.8656981854336139,5.395502244765227
14138870,0.8151266425848007,11.748199462890625,0.8430652023719925,3.427564654808225
14138900,0.8080688416957855,24.621328353881836,0.8937310670367133,4.9619883468103625
14139800,0.8369690328836441,14.995970726013184,0.9167427143805432,3.8724631342355194
14141500,0.7964652478694916,10.379057884216309,0.8619019977080701,3.221654525894468
14154500,0.923722118139267,1.1946029663085938,0.9376885181974007,1.0929789413838649
14158500,0.675264447927475,1.9379475116729736,0.8324806629181674,1.3921018323646348
14158790,0.7544152438640594,12.165467262268066,0.8709341911093728,3.487902989228351
14166500,0.9019163176417351,1.8980478048324585,0.8507485538994062,1.3776965576034725
14182500,0.7757670730352402,14.722027778625488,0.8815922428181857,3.836929472719754
14185000,0.8886208310723305,3.536229133605957,0.9330563979360236,1.8804864087799085
14185900,0.8557228446006775,10.85991096496582,0.9029952896617452,3.2954379018524715
14187000,0.9196081534028053,1.961692452430725,0.9340976795639241,1.400604316868517
14216500,0.6864849328994751,10.67074203491211,0.668536229924904,3.2666101749232506
14222500,0.8656085580587387,5.467933177947998,0.7962571878834208,2.338361216311115
14236200,0.8822854459285736,6.228295803070068,0.9188008598948448,2.4956553854789463
14301000,0.8471955806016922,4.988557815551758,0.9172553225296451,2.2335079618286025
14303200,0.8293748050928116,9.779157638549805,0.8659026210371548,3.1271644725773227
14305500,0.9010391309857368,9.757363319396973,0.9426591595221381,3.123677851411213
14306340,0.7854539752006531,11.588922500610352,0.8655944844799166,3.404250651848414
14306500,0.8569057285785675,5.01363468170166,0.9177870306212429,2.2391147093665524
14308990,0.23023808002471924,3.2079975605010986,0.22175917801417744,1.7910883731689786
14309500,0.8691544681787491,3.8116772174835205,0.9013148289363115,1.9523517145953801
14316700,0.8297279924154282,3.5882115364074707,0.7654281734322856,1.8942575158640578
14325000,0.8685395270586014,8.23863410949707,0.8382059582496347,2.870302093769412
14362250,0.8227336257696152,0.10803131014108658,0.8960600998999814,0.32868116791365853
14400000,0.8909203112125397,21.02713966369629,0.9017550535627437,4.585535918918997
