basin,NSE,MSE,KGE,RMSE
10258000,-232.0185089111328,434.4449462890625,-54.83400060081159,20.84334297297491
10258500,-1661.4512939453125,193.6107940673828,-267.54898052737377,13.914409583858843
10259000,-303.9327087402344,305.4179992675781,-53.8127088049832,17.476212383339192
10259200,-673.4169311523438,199.69256591796875,-170.5145914027151,14.131262007264912
10263500,-10.961738586425781,116.08989715576172,-8.353403902855217,10.774502176702258
11098000,-0.7333197593688965,51.48420333862305,-5.601655778945802,7.1752493572434854
11124500,-27.77084732055664,96.3371810913086,-22.79865522063116,9.815150589334255
11141280,-19.670442581176758,22.145282745361328,-10.306904425019168,4.7058774681626945
11143000,0.5731477737426758,7.2201457023620605,0.44362753751556183,2.6870328807742676
11148900,-0.1565173864364624,13.7975435256958,-1.890621199158395,3.7145044791594746
11151300,-102.4324951171875,3.406759262084961,-39.260088277384526,1.8457408436952791
11162500,0.2856348156929016,4.273085117340088,-0.3290120522909439,2.0671441936498014
11176400,0.20955419540405273,0.4490782916545868,0.2698207367419493,0.6701330402648319
11180500,0.3556169867515564,0.5648804903030396,0.1687908765068602,0.7515853180464873
11180960,0.3953256607055664,2.417694568634033,0.2823292160806067,1.554893748342321
11224500,-176.9441680908203,5.056052207946777,-51.36492815057914,2.24856670080004
11230500,0.4463651776313782,5.172600269317627,0.12712833222496178,2.2743351268706262
11237500,0.26741093397140503,17.808156967163086,0.03040154803391948,4.219971204541932
11253310,-68.4415054321289,5.217936992645264,-36.47177581625865,2.2842804102485457
11264500,0.4600026607513428,7.370797157287598,0.2297577205292558,2.7149212064602533
11266500,0.4665510654449463,7.063528537750244,0.3872633483620985,2.6577299595237744
11274500,-27.24034309387207,5.771702289581299,-22.467070539574518,2.4024367399749154
11274630,-102.64649200439453,5.309682369232178,-32.090468338476825,2.304274803323635
11284400,-0.05038654804229736,6.893730640411377,-1.4797786843423424,2.625591483915839
11299600,0.38444793224334717,4.789479732513428,0.05771891638100124,2.188488001455212
11381500,0.6720548570156097,2.6243278980255127,0.8294037092223243,1.6199777461513207
11383500,0.45796555280685425,2.877387046813965,0.3608963487687683,1.696286251436934
11451100,0.25875937938690186,14.252981185913086,-0.23723089134689146,3.7753120647057887
11468500,0.7056737244129181,6.6851420402526855,0.07096860665147264,2.5855641628574384
11473900,0.570933997631073,7.8518781661987305,0.5429898166477118,2.8021202983096085
11475560,0.6750113666057587,21.906160354614258,0.5240661198427061,4.680401730045644
11476600,0.8323525637388229,9.911530494689941,0.8662760783323095,3.1482583271850393
11478500,0.7443658709526062,11.394659996032715,0.5829899143285568,3.375597724260507
11480390,0.6420830488204956,12.39826774597168,0.5007953374579341,3.521117400197227
11481200,0.5073646306991577,16.20703887939453,0.3344612439014697,4.025796676360411
11482500,0.664112776517868,12.02981948852539,0.5951307269217354,3.4684030170274895
11522500,0.5125781297683716,7.081119060516357,0.39713147041061836,2.66103721516937
11523200,0.4580612778663635,9.290831565856934,0.39266380039937165,3.048086541726946
11528700,0.7093075811862946,2.3985137939453125,0.6880647572674142,1.5487135932590352
11532500,0.8951609209179878,10.157044410705566,0.9319174232336112,3.187011830964166
