Basin ID,PICP,PINAW,Mean_NSE,Mean_MSE,Mean_RMSE,Mean_KGE,Mean_Alpha-NSE,Mean_Beta-KGE,Mean_Beta-NSE,Mean_Pearson-r,Mean_FHV,Mean_FMS,Mean_FLV,Mean_Peak-Timing,Mean_Peak-MAPE,Median_NSE,Median_MSE,Median_RMSE,Median_KGE,Median_Alpha-NSE,Median_Beta-KGE,Median_Beta-NSE,Median_Pearson-r,Median_FHV,Median_FMS,Median_FLV,Median_Peak-Timing,Median_Peak-MAPE
10396000,99.86310746064339,4.428548666841299,0.5135848820209503,0.3437384366989136,0.5862921086786974,0.23296464009098228,0.6998571157455444,1.6956777572631836,0.47854650020599365,0.8804594193110985,-10.795722901821136,-76.03526509738676,84.85253187200962,0.6,51.429033279418945,0.7777814865112305,0.15703675150871277,0.39627862862979724,0.7628901910865566,0.8565709590911865,0.847467839717865,-0.10492463409900665,0.8887205688969763,-11.551184207201004,1.4804809630604507,-861.9436006568657,0.6,54.613595008850105
12010000,97.87816563997262,0.6978876908602407,0.90089301019907,11.37978744506836,3.3733940542231884,0.9396031136514598,1.0088540315628052,1.0343981981277466,0.0216110497713089,0.951151724992098,-1.0849470272660255,-3.5483792309756574,64.54067660586615,0.3333333333333333,25.096072753270466,0.9003779217600822,11.438931465148926,3.3821489418931456,0.9461026204148919,1.0190842151641846,1.0131272077560425,0.0082473149523139,0.9513338241256,-0.8831091225147247,4.922724960223218,-97.00673735448675,0.3333333333333333,25.07782181104024
12013500,95.48254620123203,0.7496121764773784,0.8616819083690643,7.626791477203369,2.761664620695889,0.8306854472810564,0.8615062832832336,0.930314838886261,-0.0434224009513855,0.9319493827144513,-12.940005958080292,-28.730153555477866,68.15361179700432,0.14285714285714285,22.264724118368967,0.862431600689888,7.585453510284424,2.754170203579369,0.8187693101476625,0.8821293115615845,0.8796942830085754,-0.0749652236700058,0.9330851420790017,-12.700508534908295,-4.6176495637586985,-1197.902364774896,0.14285714285714285,22.162478310721262
12020000,94.8665297741273,0.3839511433377016,0.34286361932754517,162.64651489257812,12.753294276091104,0.34649747102486017,0.49627628922462463,0.9052429795265198,-0.03190711513161659,0.5946000916988535,-36.00921034812927,-28.666863176927215,69.00414583256385,0.16666666666666666,28.151361147562664,0.3434157967567444,162.5098419189453,12.74793480995825,0.345542523950066,0.5046049952507019,0.8635812401771545,-0.045935697853565216,0.5946750696102081,-35.8763724565506,-9.984486183703192,-1606.056200231965,0.16666666666666666,28.136728207270306
12025000,97.19370294318959,0.8989633880649751,0.8487548232078552,4.356927871704102,2.0873255308418237,0.7480364951733991,0.7680692672729492,0.9235067963600159,-0.04723239317536354,0.9380118335640603,-23.313651978969574,-31.856843758904553,65.94028349835294,0.125,31.36524260044098,0.8520981073379517,4.260617733001709,2.064126384939088,0.7417250637090684,0.793794572353363,0.857151210308075,-0.08820512145757675,0.9385224625679877,-22.905872762203217,-5.471959089216124,-1875.8400642661495,0.125,31.197094917297363
12025700,92.53935660506502,0.7879608468722353,0.8121823072433472,9.676929473876953,3.110776345846315,0.7502925015940235,0.8044166564941406,0.8723593950271606,-0.08599893748760223,0.9116322091177598,-20.30951678752899,-19.180757728614086,54.93334673134901,0.0,33.07623863220215,0.8115816116333008,9.707879066467285,3.1157469516100447,0.7422801140672172,0.8183709383010864,0.839637041091919,-0.10804592818021774,0.9121697947069235,-20.099718868732452,-6.403691164879527,-46.870707615064454,0.0,32.90445804595947
12035000,93.77138945927447,0.6555761247858598,0.9148832261562347,7.146058082580566,2.6732111930374236,0.8437971459154223,0.8823719620704651,0.9044508934020996,-0.06684330105781555,0.9621404629537178,-12.630859017372131,-10.060843623288804,31.234748404139868,0.3333333333333333,16.625029842058815,0.9153022915124893,7.110875129699707,2.6666224197849435,0.8402767102476228,0.8910543322563171,0.8893851637840271,-0.07738282531499863,0.9624936168350188,-12.46451884508133,-4.6166575707628015,-2403.285512677563,0.16666666666666666,16.55030151208242
12040500,88.63791923340179,0.6088181401498862,0.7994612455368042,31.51813507080078,5.614101448210638,0.7719127223046749,0.8545631766319275,0.8543487191200256,-0.10688971728086472,0.9017267023393881,-14.518728852272034,-10.098417476310257,35.613529835457804,0.375,39.151763916015625,0.7995644360780716,31.501916885375977,5.61265684728507,0.7698681596553849,0.8594537973403931,0.846175491809845,-0.11288779973983765,0.902299183532475,-14.430703222751617,-7.274266078835965,-1.8384455082482105,0.375,39.13077116012573
12041200,88.9801505817933,0.7699587032351227,0.7086232006549835,33.164390563964844,5.758853233410697,0.6757108149742117,0.7402800917625427,0.8676337003707886,-0.1164330542087555,0.8579147878479728,-25.558796525001526,-19.72482419731265,13.75036695314907,0.2,40.9110164642334,0.7094945311546326,33.06521224975586,5.75023584296817,0.6786045910621767,0.742904007434845,0.8697003126144409,-0.11461520940065384,0.8578076972530723,-25.41511356830597,-19.108018255697733,0.4525884395419991,0.2,40.694870948791504
12043000,89.11704312114989,0.5553607697295427,0.7020538747310638,43.82247543334961,6.619854638385167,0.6517735254161778,0.7334332466125488,0.8305402994155884,-0.1089366152882576,0.8534146887734223,-25.624850392341614,-4.7607546420886635,59.14768592912705,0.125,49.314260482788086,0.7019229829311371,43.84172821044922,6.621308647876885,0.6495854054047323,0.7414888143539429,0.8141049742698669,-0.1195020079612732,0.8536941750645972,-25.47740340232849,0.24185396829047623,-38.28419194567899,0.125,49.24892485141754
